nombre_comun,familia,genero,especie,sexo,generacion,conocedor,edad,mezclada,cultivada,h,t,fl,fr,r,sem,lat,al_h,me,orn,fi,al_a,am,uc,com,otr
Ortiga,Urticaceae,Urtica,Urtica ballotifolia,M,J,J4,15,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ortiga,Urticaceae,Urtica,Urtica ballotifolia,F,J,J5,15,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ortiga,Urticaceae,Urtica,Urtica ballotifolia,F,J,J6,16,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ortiga,Urticaceae,Urtica,Urtica ballotifolia,F,J,J8,15,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ortiga,Urticaceae,Urtica,Urtica ballotifolia,F,N,N2,9,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Ortiga,Urticaceae,Urtica,Urtica ballotifolia,M,N,N3,11,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ortiga,Urticaceae,Urtica,Urtica ballotifolia,F,N,N4,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ortiga,Urticaceae,Urtica,Urtica ballotifolia,F,N,N5,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pronto alivio,Verbenaceae,Lippia,Lippia americana,F,J,J10,15,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pronto alivio,Verbenaceae,Lippia,Lippia americana,F,J,J5,15,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Pronto alivio,Verbenaceae,Lippia,Lippia americana,F,J,J6,16,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pronto alivio,Verbenaceae,Lippia,Lippia americana,F,J,J7,15,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pronto alivio,Verbenaceae,Lippia,Lippia americana,F,J,J8,15,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pronto alivio,Verbenaceae,Lippia,Lippia americana,F,J,J9,16,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Orozul,Verbenaceae,Phyla,Phyla scaberrima,F,J,J10,15,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Orozul,Verbenaceae,Phyla,Phyla scaberrima,F,J,J5,15,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Orozul,Verbenaceae,Phyla,Phyla scaberrima,F,J,J6,16,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Orozul,Verbenaceae,Phyla,Phyla scaberrima,F,J,J7,15,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Orozul,Verbenaceae,Phyla,Phyla scaberrima,F,J,J8,15,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Orozul,Verbenaceae,Phyla,Phyla scaberrima,F,J,J9,16,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Verbena negra,Verbenaceae,Stachytarpheta,Stachytarpheta cayennensis,F,J,J10,15,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Verbena negra,Verbenaceae,Stachytarpheta,Stachytarpheta cayennensis,M,J,J17,15,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Verbena negra,Verbenaceae,Stachytarpheta,Stachytarpheta cayennensis,F,J,J5,15,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Verbena negra,Verbenaceae,Stachytarpheta,Stachytarpheta cayennensis,F,J,J6,16,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Verbena negra,Verbenaceae,Stachytarpheta,Stachytarpheta cayennensis,F,J,J7,15,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Verbena negra,Verbenaceae,Stachytarpheta,Stachytarpheta cayennensis,F,J,J8,15,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Verbena negra,Verbenaceae,Stachytarpheta,Stachytarpheta cayennensis,F,J,J9,16,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Verbena blanca,Verbenaceae,Verbena,Verbena litoralis,F,J,J10,15,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Verbena blanca,Verbenaceae,Verbena,Verbena litoralis,F,J,J5,15,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Verbena blanca,Verbenaceae,Verbena,Verbena litoralis,F,J,J6,16,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Verbena blanca,Verbenaceae,Verbena,Verbena litoralis,F,J,J7,15,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Verbena blanca,Verbenaceae,Verbena,Verbena litoralis,F,J,J8,15,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Verbena blanca,Verbenaceae,Verbena,Verbena litoralis,F,J,J9,16,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
